,fit_r2,fit_alpha,fit_beta,fit_gamma,fit_t_,fit_scaling,fit_std_u,fit_std_s,fit_likelihood,fit_u0,fit_s0,fit_pval_steady,fit_steady_u,fit_steady_s,fit_variance,fit_alignment_scaling
0,0.6199327409267426,0.5467984452706666,1.5221304540290457,0.6259808808472601,3.843891671705133,0.26841213315725326,0.10748925060033798,0.18621550500392914,0.2445004546201025,0.0,0.0,0.34750673498300305,0.30389398279980656,0.4836183621202884,0.815470721799722,1.0463623397686164
1,0.5795080959796906,0.49982625128606684,0.6066303376865865,0.44086204542060764,5.5304273778301765,0.9006620074311892,0.20579788088798523,0.1932697296142578,9.163532812378321e-12,0.0,0.0,0.48130147134330353,0.7127068051821442,0.7379867386650936,1.869471105434584,1.5112398379666154
2,0.6802738308906555,0.5733780295349559,0.9617508494074399,0.4672103578452493,6.114822080912034,0.7368020008007684,0.1616329550743103,0.2815260589122772,0.14564176056344588,0.0,0.0,0.47933825554920617,0.4756210266251105,0.7805374460104162,0.8767987198182148,1.8110318981629425
3,0.42034876346588135,0.2570717360555872,0.23608853103028624,0.3597163396307577,5.706502189700321,2.9090447425842285,0.3414163887500763,0.11736374348402023,0.09489125722403761,0.0,0.0,0.4145095622898667,0.9852728522287668,0.40027000245152455,1.367230144070641,1.4560447041133777
4,0.5956215858459473,0.32257349858534823,0.5713910554287541,0.4059488633974993,5.140570750335829,1.2350556095441183,0.19596199691295624,0.163955420255661,0.1284751788511914,0.0,0.0,0.37931183340578695,0.5013611053971616,0.48458884725274903,1.037628056769883,1.4642677217616313
5,0.37841057777404785,0.1485586859963817,0.9678919809050284,0.414344715446336,7.246219828720886,0.6662147394319378,0.051367197185754776,0.09759962558746338,0.19420055208856105,0.0,0.0,0.3266747201351966,0.15164720359438624,0.2777486882525785,1.0081902390755557,1.7246956779176625
6,0.8443015813827515,1.291085298567273,1.1398478987743825,0.8007212913357874,4.5965802276343455,0.3948489184677601,0.362684428691864,0.43401002883911133,0.435949895606368,0.0,0.0,0.4101940901393304,0.7785798124508906,0.9113450515473358,0.2624222230874341,1.0185967350341092
7,0.9515707641839981,6.784513399204455,1.554294929324501,0.7494332463375056,6.644244978972275,0.2433589817583561,1.5869606733322144,3.081204891204834,0.7423578712287857,0.0,0.0,0.4791814785165277,3.7174152417888955,7.568132636699312,0.09366255381730317,1.189684227906299
8,0.37225693464279175,0.26881205562471777,0.6876421631980921,0.3052307964877196,6.2123403199802,0.901430226597521,0.11152629554271698,0.16406844556331635,0.05221244234843384,0.0,0.0,0.45125178060419585,0.36549402077353704,0.5470180337584241,1.5664305463637482,1.9668374344894388
9,0.5469253063201904,0.18466598349549884,0.7715576636363601,0.3832166853281889,4.263938868547024,0.9965297222137451,0.08603136986494064,0.13381299376487732,0.07603997200175705,0.0,0.0,0.21766743276939576,0.1995081410886588,0.2974584519618255,0.5315311165734641,2.0159188810651796
10,0.7104595899581909,3.2578769889927965,2.8122275841741713,0.8410592171833424,8.307104529372513,0.17439759761095047,0.3548453152179718,0.9613917469978333,0.33877947375531026,0.0,0.0,0.4800789690604049,0.9291978829268918,2.662000564970718,0.465820326249023,0.917532701865673
11,0.6523430645465851,0.5521736448138226,0.6646366016927088,0.39785824333129294,9.905854952093469,0.37565761506557466,0.18858148157596588,0.22590163350105286,0.00015373123305671563,0.0,0.0,0.4953956619331348,0.8478354137496428,1.1656899665405067,6.624344151713035,1.8023372660846946
12,0.8329080492258072,1.6363405554059227,1.5460220714605761,1.2618691310933654,13.986188152676418,0.8222097069687314,0.15285184979438782,0.18569716811180115,1.8552675330725792e-06,0.0,0.0,0.4985425260256899,2.119532494343067,1.7176984703431213,14.577052232709416,0.7224404575226644
13,0.37283843755722046,0.40797817828968086,0.6788896287454689,0.34727513910066055,3.1270664200029454,0.9456206798553467,0.13688653707504272,0.14958368241786957,4.0225644383678476e-10,0.0,0.0,0.47930229496547194,0.4831941364589253,0.6235567137181501,2.0907187933292066,1.5291423241803035
14,0.7214972376823425,2.397112485028402,1.1342560268705497,0.5125720059524155,9.554152368516935,0.24940877392888072,0.6065895557403564,1.1491719484329224,0.30510747796713,0.0,0.0,0.48149902091105484,1.773983627498987,3.507602605711797,0.613568853648856,1.6702404215750961
15,0.7381967604160309,0.9580595943282865,1.7177519292787482,0.7878123139781608,4.78202517647228,0.2575294621288777,0.16229310631752014,0.29776591062545776,0.1894538703000281,0.0,0.0,0.45266129899484875,0.5178385214839148,0.9722318956909444,1.1995691699570414,1.0172440259118594
16,0.7685131281614304,2.2080034524791925,2.1254499948643497,0.8907717724229208,8.517533853802066,0.2082889124751091,0.1671287566423416,0.36107510328292847,0.08984493943347457,0.0,0.0,0.4979646676647129,0.8260864579733053,1.9028100013303377,1.6923308807586497,1.016472115974945
17,0.9610944762825966,11.784309637157365,2.059416632398036,0.95791213867947,6.8598721946592605,0.22529299646615983,1.9662744998931885,4.123806476593018,0.6735247861776597,0.0,0.0,0.48623585710577333,5.144241012472013,11.305542689587535,0.12488605282888941,0.9698858126218981
18,0.7440284490585327,1.5104389689956867,1.0681856691424276,0.7764491789055578,4.90453384975218,0.4302017238736152,0.3992173373699188,0.4315093457698822,0.2425077321872527,0.0,0.0,0.46488983853127996,1.1118123578702057,1.2711301196992784,0.7788566469304689,0.9768019651494686
19,0.037140488624572754,0.037018808461005005,0.4018966562558868,0.22105424834613985,5.912886296692461,1.3134340479969975,0.03713582828640938,0.033480942249298096,0.10023530813498842,0.0,0.0,0.22353171702270536,0.13561081419311366,0.09779544933980075,2.214961129832828,2.3274388217302455
20,0.6062389612197876,0.25259528858049785,0.7911394796756959,0.40069184933202107,6.535741455449662,0.8529752274354299,0.11801569163799286,0.17513778805732727,0.1417231803473533,0.0,0.0,0.4126692807338068,0.31927517555339174,0.5410077078237825,1.143706198273008,1.786478332010993
21,0.5468875169754028,0.30473600756308605,0.8413023213797975,0.6063012266332621,4.343194249717081,0.44351052537560465,0.10244240611791611,0.10913841426372528,0.23200343878958601,0.0,0.0,0.3378785435171552,0.2907479330476378,0.3074449567357078,0.9327608198200433,1.2663267896408368
22,0.27483540773391724,0.06697440770380246,0.24123792571500643,0.32160309890312705,7.068673785218723,2.582136902809143,0.1059456467628479,0.055288221687078476,0.18465855735423917,0.0,0.0,0.21716908971157506,0.32191466136395047,0.17303809068157688,1.3632054548548445,2.137483299285983
